City,Date,PM2.5,PM10,NO2,NH3,SO2,CO,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Region
Kolkata,2019-02-09,150.9,269.27,31.1,38.06,15.15,3.3,65.35,3.54,9.13,0.76,324.0,Very Poor,East
Kolkata,2019-02-10,165.6,234.2,78.14,44.53,25.46,2.76,61.56,6.16,14.61,2.6,335.0,Very Poor,East
Kolkata,2019-02-11,136.1,244.01,68.89,55.42,13.98,3.39,59.05,8.13,14.06,2.6,313.0,Very Poor,East
Kolkata,2019-02-12,125.5,326.04,69.57,20.21,27.65,2.71,45.01,2.33,21.32,,304.0,Very Poor,East
Kolkata,2019-02-13,150.2,238.73,66.23,,21.89,2.79,33.46,7.11,10.79,4.35,323.0,Very Poor,East
Kolkata,2019-02-14,141.7,288.04,91.71,41.78,26.45,2.86,53.12,1.47,10.56,2.83,317.0,Very Poor,East
Kolkata,2019-02-15,144.5,233.54,67.65,34.01,22.56,4.13,27.72,4.6,14.02,2.11,319.0,Very Poor,East
Kolkata,2019-02-16,138.1,229.14,49.2,25.04,9.62,2.09,25.36,1.84,12.78,2.6,314.0,Very Poor,East
Kolkata,2019-02-17,142.1,252.08,63.02,42.62,,1.24,37.27,6.37,10.75,0.63,317.0,Very Poor,East
Kolkata,2019-02-18,140.4,259.43,38.15,35.69,15.31,4.23,40.57,9.58,11.25,5.72,,,East
Kolkata,2019-02-19,134.2,335.44,60.47,39.67,31.95,0.4,67.31,4.73,18.25,1.3,311.0,Very Poor,East
Kolkata,2019-02-20,145.5,396.21,62.21,29.66,24.79,3.69,11.65,8.47,6.76,2.44,320.0,Very Poor,East
Kolkata,2019-02-21,132.6,307.93,74.38,31.37,11.81,2.91,30.07,1.42,,1.63,310.0,Very Poor,East
Kolkata,2019-02-22,125.5,267.14,51.05,47.93,15.47,3.0,16.3,7.13,14.13,,304.0,Very Poor,East
Kolkata,2019-02-23,73.5,130.15,31.74,17.53,9.66,1.53,19.33,3.58,7.51,0.65,144.0,Moderate,East
Kolkata,2019-02-24,150.8,250.17,36.62,25.68,18.02,2.65,44.79,3.26,11.38,5.18,324.0,Very Poor,East
Kolkata,2019-02-25,163.2,250.31,49.77,40.54,22.06,3.29,31.59,5.96,,7.11,333.0,Very Poor,East
Kolkata,2019-02-26,169.2,379.31,91.67,47.72,0.0,2.47,117.79,8.37,14.64,4.51,338.0,Very Poor,East
Kolkata,2019-02-27,115.5,257.74,56.75,30.01,19.58,1.86,34.08,7.67,15.94,4.21,285.0,Poor,East
Kolkata,2019-02-28,136.1,290.22,79.34,18.28,20.53,2.29,64.61,8.72,20.67,2.99,313.0,Very Poor,East
Kolkata,2019-03-01,,268.22,46.85,25.09,8.7,2.92,69.31,0.7,5.38,4.39,,,East
Kolkata,2019-03-02,121.5,224.84,41.41,19.85,20.26,2.43,45.79,2.31,,3.7,301.0,Very Poor,East
Kolkata,2019-03-03,122.9,268.95,51.16,28.15,19.47,1.01,57.14,5.14,5.62,0.0,302.0,Very Poor,East
Kolkata,2019-03-04,139.6,277.92,,45.41,7.1,4.09,35.38,6.22,15.03,2.82,315.0,Very Poor,East
Kolkata,2019-03-05,155.3,331.95,,39.69,29.75,,54.53,9.31,9.43,2.89,327.0,Very Poor,East
Kolkata,2019-03-06,121.6,261.0,41.39,19.39,11.97,2.06,,6.68,13.79,1.74,301.0,Very Poor,East
Kolkata,2019-03-07,114.1,274.29,47.55,17.67,11.93,4.49,25.74,1.84,7.73,4.14,280.0,Poor,East
Kolkata,2019-03-08,136.0,262.76,45.17,20.44,24.87,,22.6,5.39,25.45,4.4,312.0,Very Poor,East
Kolkata,2019-03-09,130.5,196.21,64.85,32.18,15.13,2.84,27.49,1.0,16.72,2.72,308.0,Very Poor,East
Kolkata,2019-03-10,138.5,258.16,,28.23,19.47,3.0,0.61,,10.3,4.54,314.0,Very Poor,East
Kolkata,2019-03-11,,195.9,37.55,25.99,14.41,1.52,30.82,1.59,2.49,2.46,205.0,Poor,East
Kolkata,2019-03-12,111.2,181.95,40.52,22.75,20.69,2.2,34.26,3.45,,3.39,270.0,Poor,East
Kolkata,2019-03-13,118.2,257.96,38.75,26.55,8.09,2.06,37.1,3.98,14.86,3.5,294.0,Poor,East
Kolkata,2019-03-14,134.3,359.58,27.14,37.3,14.54,3.14,34.64,6.41,12.52,5.57,,,East
Kolkata,2019-03-15,125.7,270.58,25.75,21.99,24.62,,34.21,4.41,6.56,,305.0,Very Poor,East
Kolkata,2019-03-16,107.9,207.91,42.64,17.01,12.84,0.83,28.92,4.46,11.91,0.38,259.0,Poor,East
Kolkata,2019-03-17,,209.3,43.05,32.61,19.43,2.17,50.06,4.92,4.87,1.5,293.0,Poor,East
Kolkata,2019-03-18,114.3,245.4,48.0,22.29,24.54,2.6,40.9,3.94,2.87,1.15,281.0,Poor,East
Kolkata,2019-03-19,140.1,311.85,62.24,14.39,14.0,1.93,,7.37,13.88,0.0,316.0,Very Poor,East
Kolkata,2019-03-20,138.7,238.33,58.49,36.55,10.05,3.8,67.77,7.64,27.82,1.35,315.0,Very Poor,East
Kolkata,2019-03-21,110.7,239.56,39.94,20.18,17.47,1.54,51.52,3.23,15.77,3.33,268.0,Poor,East
Kolkata,2019-03-22,65.0,142.2,28.5,8.99,15.4,1.7,,1.22,7.48,2.75,115.0,Moderate,East
Kolkata,2019-03-23,132.3,208.87,47.1,43.28,11.11,3.36,43.12,4.09,9.07,2.19,310.0,Very Poor,East
Kolkata,2019-03-24,92.0,189.63,28.95,14.13,17.41,1.74,,3.85,10.11,1.74,204.0,Poor,East
Kolkata,2019-03-25,110.2,233.0,47.15,37.44,14.3,2.38,51.31,3.37,5.67,0.7,266.0,Poor,East
Kolkata,2019-03-26,77.6,128.97,22.55,21.79,4.0,1.41,43.41,1.94,14.53,2.99,158.0,Moderate,East
Kolkata,2019-03-27,80.8,150.31,33.47,16.93,10.78,1.99,34.31,0.46,10.64,,168.0,Moderate,East
Kolkata,2019-03-28,98.9,173.48,42.52,35.95,22.17,3.0,44.56,2.64,13.04,,228.0,Poor,East
Kolkata,2019-03-29,113.3,258.24,42.04,26.39,16.1,1.87,16.88,,11.16,4.83,277.0,Poor,East
Kolkata,2019-03-30,118.5,248.76,54.25,30.11,,,45.62,4.1,12.84,3.69,295.0,Poor,East
Kolkata,2019-03-31,107.4,178.73,40.03,14.83,16.83,2.17,40.67,2.54,10.05,0.0,257.0,Poor,East
Kolkata,2019-04-01,88.4,154.89,34.57,18.6,15.63,1.79,44.42,0.33,12.17,2.86,195.0,Moderate,East
Kolkata,2019-04-02,125.3,187.75,32.1,32.8,13.77,2.76,47.72,,18.35,4.71,304.0,Very Poor,East
Kolkata,2019-04-03,,176.91,62.48,40.88,14.72,2.37,50.47,2.41,18.51,2.43,245.0,Poor,East
Kolkata,2019-04-04,73.7,153.06,28.51,15.87,7.15,1.4,46.04,1.12,5.64,1.53,145.0,Moderate,East
Kolkata,2019-04-05,93.2,,36.42,17.81,22.19,1.73,37.17,4.5,10.4,3.51,208.0,Poor,East
Kolkata,2019-04-06,98.7,240.55,41.61,25.87,12.94,1.21,55.32,2.97,10.67,3.83,227.0,Poor,East
Kolkata,2019-04-07,129.4,231.31,58.06,17.54,18.63,2.52,55.03,0.11,15.11,3.77,307.0,Very Poor,East
Kolkata,2019-04-08,92.4,182.78,35.05,19.05,13.78,1.47,53.71,1.98,9.61,2.96,206.0,Poor,East
Kolkata,2019-04-09,63.0,115.91,25.67,17.44,6.56,0.79,,4.21,8.75,1.35,108.0,Moderate,East
Kolkata,2019-04-10,87.4,178.15,32.37,25.29,13.44,1.29,34.79,4.43,10.53,2.1,191.0,Moderate,East
Kolkata,2019-04-11,70.5,193.59,27.2,15.22,7.99,1.21,14.08,2.9,3.65,1.68,133.0,Moderate,East
Kolkata,2019-04-12,101.1,232.51,38.62,37.29,21.5,1.92,67.46,3.71,14.81,0.06,235.0,Poor,East
Kolkata,2019-04-13,82.7,119.49,32.46,12.27,8.14,1.53,8.8,2.96,3.47,,175.0,Moderate,East
Kolkata,2019-04-14,82.7,162.91,,9.76,2.72,2.14,25.93,4.83,7.97,1.16,175.0,Moderate,East
Kolkata,2019-04-15,117.2,215.17,45.61,46.54,19.55,2.7,51.2,5.92,24.68,1.76,290.0,Poor,East
Kolkata,2019-04-16,85.2,193.82,44.66,20.36,5.71,2.39,26.27,,9.13,2.2,184.0,Moderate,East
Kolkata,2019-04-17,56.5,141.76,16.0,14.69,10.42,0.4,20.09,2.26,4.65,1.9,94.0,Satisfactory,East
Kolkata,2019-04-18,74.6,122.7,36.78,17.03,7.55,1.11,,3.77,10.82,1.82,147.0,Moderate,East
Kolkata,2019-04-19,96.4,227.89,39.05,19.34,22.6,1.93,39.24,3.72,12.05,2.95,220.0,Poor,East
Kolkata,2019-04-20,58.0,89.21,20.31,9.78,6.55,0.54,16.48,2.07,5.7,1.38,,,East
Kolkata,2019-04-21,82.2,144.06,30.95,11.15,14.95,1.05,22.94,2.41,8.99,2.51,173.0,Moderate,East
Kolkata,2019-04-22,94.7,215.9,18.68,,11.55,2.74,41.85,5.25,11.24,2.64,213.0,Poor,East
Kolkata,2019-04-23,98.1,164.98,44.78,32.72,10.85,1.96,33.23,1.93,8.36,1.51,225.0,Poor,East
Kolkata,2019-04-24,71.8,107.85,33.03,18.67,7.93,1.51,12.3,3.52,9.83,2.7,138.0,Moderate,East
Kolkata,2019-04-25,72.3,179.8,34.88,26.14,13.84,1.12,29.84,4.56,4.99,1.82,140.0,Moderate,East
Kolkata,2019-04-26,73.1,136.12,28.73,,9.31,0.72,27.45,4.41,7.73,2.28,142.0,Moderate,East
Kolkata,2019-04-27,69.9,128.83,29.51,12.51,6.52,1.5,27.85,2.87,10.7,1.23,131.0,Moderate,East
Kolkata,2019-04-28,83.0,140.46,24.75,18.79,9.54,1.65,36.49,3.77,0.07,1.81,176.0,Moderate,East
Kolkata,2019-04-29,80.4,184.5,29.93,18.81,10.28,1.44,21.87,1.02,5.14,0.98,,,East
Kolkata,2019-04-30,72.1,154.49,24.47,21.78,3.83,1.64,19.18,2.69,8.21,1.87,139.0,Moderate,East
Kolkata,2019-05-01,,168.7,32.51,15.39,10.71,1.99,,0.0,12.5,1.4,196.0,Moderate,East
Kolkata,2019-05-02,70.1,,23.45,12.38,8.31,0.43,27.4,3.54,8.55,1.85,132.0,Moderate,East
Kolkata,2019-05-03,73.4,167.05,16.61,27.4,11.45,2.01,15.54,1.17,6.74,1.03,143.0,Moderate,East
Kolkata,2019-05-04,63.2,103.39,21.28,10.54,9.63,1.35,20.91,3.31,5.7,2.12,109.0,Moderate,East
Kolkata,2019-05-05,76.8,116.7,27.61,9.39,11.12,1.24,35.75,1.44,5.68,0.72,155.0,Moderate,East
Kolkata,2019-05-06,81.8,201.98,37.83,16.23,7.56,2.19,15.82,4.97,12.32,,172.0,Moderate,East
Kolkata,2019-05-07,76.9,187.56,19.94,21.46,5.71,,40.64,3.14,,2.58,,,East
Kolkata,2019-05-08,68.6,167.0,19.5,13.92,12.5,1.48,2.31,0.0,7.56,3.56,,,East
Kolkata,2019-05-09,66.0,137.72,38.43,16.55,5.41,1.19,22.48,3.91,12.66,2.67,118.0,Moderate,East
Kolkata,2019-05-10,94.4,224.19,40.77,20.86,19.49,1.16,43.37,2.15,11.31,0.79,,,East
Kolkata,2019-05-11,101.3,141.9,28.69,,15.0,2.01,24.66,3.17,5.05,2.32,236.0,Poor,East
Kolkata,2019-05-12,71.8,113.13,27.88,10.74,7.65,1.07,20.43,,8.28,1.1,138.0,Moderate,East
Kolkata,2019-05-13,50.7,107.92,12.57,6.28,7.35,0.58,20.02,2.06,3.45,2.51,,,East
Kolkata,2019-05-14,73.3,170.54,27.44,9.0,15.04,1.51,14.31,2.94,10.0,3.46,143.0,Moderate,East
Kolkata,2019-05-15,50.6,97.09,29.06,10.13,14.43,0.89,3.19,,9.99,1.45,84.0,Satisfactory,East
Kolkata,2019-05-16,81.6,156.06,25.25,16.3,2.15,0.5,42.71,2.06,5.79,0.98,171.0,Moderate,East
Kolkata,2019-05-17,84.1,144.4,42.31,15.39,17.58,2.19,14.0,2.38,4.64,1.95,180.0,Moderate,East
Kolkata,2019-05-18,68.4,,27.44,11.5,5.95,1.27,15.44,1.25,9.56,2.02,126.0,Moderate,East
Kolkata,2019-05-19,70.0,128.66,21.7,12.6,7.42,0.7,19.29,2.48,7.61,0.0,132.0,Moderate,East
Kolkata,2019-05-20,75.4,156.93,18.52,16.1,7.34,1.66,3.64,3.92,5.62,1.9,150.0,Moderate,East
Kolkata,2019-05-21,53.6,96.89,18.06,13.26,10.14,1.41,24.48,2.36,5.06,2.15,89.0,Satisfactory,East
Kolkata,2019-05-22,57.1,102.03,,10.28,4.91,1.47,28.79,1.3,4.6,1.55,95.0,Satisfactory,East
Kolkata,2019-05-23,59.5,130.91,22.47,17.45,14.56,1.44,10.51,2.86,3.87,1.03,99.0,Satisfactory,East
Kolkata,2019-05-24,46.5,102.56,17.0,10.72,7.26,0.57,10.62,1.99,6.01,0.99,77.0,Satisfactory,East
Kolkata,2019-05-25,63.9,82.91,19.14,15.7,8.03,1.62,22.23,2.0,10.73,0.95,111.0,Moderate,East
Kolkata,2019-05-26,70.9,94.34,24.83,8.37,5.18,1.11,23.45,2.0,9.18,0.0,135.0,Moderate,East
Kolkata,2019-05-27,73.7,124.21,20.86,21.48,10.51,1.39,39.65,3.32,9.82,0.4,144.0,Moderate,East
Kolkata,2019-05-28,58.6,126.22,16.17,13.97,5.45,1.35,24.34,2.37,5.55,0.87,98.0,Satisfactory,East
Kolkata,2019-05-29,69.2,128.16,37.15,23.05,6.92,1.9,31.62,1.25,4.07,0.86,129.0,Moderate,East
Kolkata,2019-05-30,52.0,119.06,30.26,3.05,8.77,1.38,24.86,2.95,2.94,1.19,86.0,Satisfactory,East
Kolkata,2019-05-31,69.4,150.22,30.38,15.79,8.95,1.26,24.98,4.25,9.28,1.42,130.0,Moderate,East
Kolkata,2019-06-01,66.9,96.18,15.91,13.77,12.77,2.35,22.43,,4.68,1.39,121.0,Moderate,East
Kolkata,2019-06-02,58.2,86.16,12.11,,12.11,1.21,22.3,1.79,7.31,0.39,97.0,Satisfactory,East
Kolkata,2019-06-03,67.6,139.65,,10.99,7.23,1.44,22.59,0.2,,,123.0,Moderate,East
Kolkata,2019-06-04,63.5,116.63,36.72,17.13,14.59,1.82,29.01,1.96,9.07,2.0,109.0,Moderate,East
Kolkata,2019-06-05,68.9,110.57,43.08,20.36,14.27,1.71,30.65,3.36,11.69,2.6,128.0,Moderate,East
Kolkata,2019-06-06,73.9,152.3,22.29,11.92,7.63,2.01,12.75,,14.79,0.38,145.0,Moderate,East
Kolkata,2019-06-07,61.4,110.05,21.32,11.54,3.95,1.57,21.94,2.76,8.71,,102.0,Moderate,East
Kolkata,2019-06-08,38.6,78.36,16.21,8.09,5.66,0.7,19.85,1.06,2.8,0.78,64.0,Satisfactory,East
Kolkata,2019-06-09,56.4,108.35,23.71,16.7,4.77,1.09,14.43,1.84,3.1,1.93,94.0,Satisfactory,East
Kolkata,2019-06-10,51.4,94.61,27.58,17.78,9.81,1.28,16.88,0.91,,1.71,86.0,Satisfactory,East
Kolkata,2019-06-11,81.4,153.42,51.28,17.82,12.9,1.63,46.81,1.95,8.35,4.09,171.0,Moderate,East
Kolkata,2019-06-12,55.8,133.05,29.17,12.1,9.19,1.45,13.87,1.05,2.74,1.43,93.0,Satisfactory,East
Kolkata,2019-06-13,78.0,144.56,31.44,23.98,15.82,1.5,26.5,2.0,6.82,1.29,159.0,Moderate,East
Kolkata,2019-06-14,61.5,107.4,23.42,11.38,7.99,1.64,18.41,2.14,8.23,2.73,103.0,Moderate,East
Kolkata,2019-06-15,50.0,95.05,15.23,12.12,4.17,0.89,10.51,2.95,4.0,0.87,83.0,Satisfactory,East
Kolkata,2019-06-16,40.1,72.93,11.13,6.63,1.08,0.69,5.7,1.03,2.66,0.62,66.0,Satisfactory,East
Kolkata,2019-06-17,47.8,91.73,11.26,6.66,3.76,1.67,26.19,2.51,7.49,0.79,79.0,Satisfactory,East
Kolkata,2019-06-18,,116.85,,13.67,6.08,1.43,17.27,,6.12,2.21,78.0,Satisfactory,East
Kolkata,2019-06-19,48.8,98.48,17.38,9.03,,0.76,14.45,1.67,11.73,0.15,81.0,Satisfactory,East
Kolkata,2019-06-20,56.1,85.53,25.53,12.1,9.07,1.35,21.15,1.82,6.94,1.56,93.0,Satisfactory,East
Kolkata,2019-06-21,85.6,197.2,,11.13,14.89,1.64,43.96,4.5,11.06,0.53,185.0,Moderate,East
Kolkata,2019-06-22,59.4,113.11,16.64,17.37,8.9,0.95,19.2,,9.02,1.85,99.0,Satisfactory,East
Kolkata,2019-06-23,63.8,117.2,29.19,18.35,8.22,0.74,15.99,0.38,2.81,0.78,110.0,Moderate,East
Kolkata,2019-06-24,41.9,86.34,23.78,,4.9,0.55,18.61,2.55,5.6,1.49,69.0,Satisfactory,East
Kolkata,2019-06-25,61.0,142.05,24.31,13.84,4.45,0.46,25.11,3.07,4.85,1.73,,,East
Kolkata,2019-06-26,69.5,134.39,22.61,21.72,16.62,1.7,26.05,1.07,2.79,2.66,130.0,Moderate,East
Kolkata,2019-06-27,52.1,100.98,18.05,14.02,9.69,0.9,18.88,2.2,4.46,0.9,87.0,Satisfactory,East
Kolkata,2019-06-28,48.7,89.08,20.26,12.79,7.83,0.81,40.38,2.69,5.11,1.37,81.0,Satisfactory,East
Kolkata,2019-06-29,59.2,111.71,17.51,15.49,11.63,,18.87,2.32,4.58,2.1,99.0,Satisfactory,East
Kolkata,2019-06-30,51.0,75.96,18.16,7.23,6.63,0.82,18.05,0.06,3.75,,85.0,Satisfactory,East
Kolkata,2019-07-01,58.8,137.86,17.75,15.23,3.86,1.07,12.9,1.63,6.93,1.56,98.0,Satisfactory,East
Kolkata,2019-07-02,64.9,125.93,19.56,15.43,15.75,0.57,32.09,4.66,4.32,1.19,,,East
Kolkata,2019-07-03,61.3,110.78,39.85,8.11,9.85,1.54,18.46,2.91,8.66,1.35,102.0,Moderate,East
Kolkata,2019-07-04,43.8,83.11,23.16,13.13,6.52,0.99,16.96,1.8,,0.64,,,East
Kolkata,2019-07-05,74.3,174.1,34.64,16.58,9.91,1.59,45.14,1.64,8.62,,147.0,Moderate,East
Kolkata,2019-07-06,,90.32,14.14,5.76,5.47,0.8,7.44,2.1,6.5,0.82,70.0,Satisfactory,East
Kolkata,2019-07-07,64.4,100.09,19.12,19.97,8.8,,11.2,0.78,9.18,0.0,113.0,Moderate,East
Kolkata,2019-07-08,60.9,164.27,25.5,17.58,9.08,2.03,39.03,,8.67,0.69,500.0,Severe,East
Kolkata,2019-07-09,60.0,126.42,28.17,22.05,4.8,1.76,8.44,2.59,7.82,2.77,100.0,Satisfactory,East
Kolkata,2019-07-10,49.8,85.01,32.76,13.68,4.15,1.37,18.36,1.19,6.66,2.09,83.0,Satisfactory,East
Kolkata,2019-07-11,50.6,94.6,17.77,10.21,4.53,1.26,24.32,2.06,5.86,1.87,84.0,Satisfactory,East
Kolkata,2019-07-12,44.3,94.42,21.76,10.34,7.64,1.42,12.25,1.9,4.41,2.08,73.0,Satisfactory,East
Kolkata,2019-07-13,41.7,,18.27,9.32,4.06,0.53,12.79,1.67,1.59,1.15,69.0,Satisfactory,East
Kolkata,2019-07-14,53.8,115.78,23.27,9.52,10.99,1.22,33.04,,5.89,0.85,90.0,Satisfactory,East
Kolkata,2019-07-15,,95.71,18.36,12.72,8.07,1.05,20.92,2.52,1.86,,78.0,Satisfactory,East
Kolkata,2019-07-16,45.5,79.96,,15.67,3.69,0.5,16.03,1.71,0.9,2.51,75.0,Satisfactory,East
Kolkata,2019-07-17,49.5,120.01,20.86,11.8,7.39,1.37,19.84,2.16,4.28,1.6,82.0,Satisfactory,East
Kolkata,2019-07-18,46.3,106.54,30.18,11.49,7.53,0.62,27.48,1.15,8.07,0.6,,,East
Kolkata,2019-07-19,65.4,125.18,34.88,16.18,5.86,1.98,27.18,1.01,9.63,1.89,116.0,Moderate,East
Kolkata,2019-07-20,50.9,85.9,22.11,8.23,5.09,0.96,,1.71,2.22,1.34,85.0,Satisfactory,East
Kolkata,2019-07-21,46.1,76.3,21.78,8.95,3.07,0.97,10.56,1.7,4.59,1.21,77.0,Satisfactory,East
Kolkata,2019-07-22,61.1,107.84,25.89,21.95,6.98,1.14,15.37,2.6,5.79,0.66,101.0,Moderate,East
Kolkata,2019-07-23,57.1,111.95,23.02,14.87,10.35,1.53,,2.78,10.37,0.75,95.0,Satisfactory,East
Kolkata,2019-07-24,54.4,88.24,19.05,16.72,6.24,1.63,12.2,1.25,1.98,1.52,90.0,Satisfactory,East
Kolkata,2019-07-25,62.2,169.95,28.5,14.53,,1.36,28.51,,7.23,2.42,105.0,Moderate,East
Kolkata,2019-07-26,70.8,147.13,32.09,22.3,15.11,1.83,28.71,2.5,7.14,0.2,134.0,Moderate,East
Kolkata,2019-07-27,53.8,85.27,16.28,7.27,8.45,1.33,2.87,1.61,5.57,1.76,90.0,Satisfactory,East
Kolkata,2019-07-28,50.9,76.04,14.49,16.15,10.4,1.0,23.13,1.91,2.91,0.84,85.0,Satisfactory,East
Kolkata,2019-07-29,47.9,96.86,24.46,11.83,7.64,0.75,20.11,2.62,4.52,0.16,80.0,Satisfactory,East
Kolkata,2019-07-30,41.3,69.48,20.14,8.51,6.47,0.82,23.2,2.22,5.36,1.12,68.0,Satisfactory,East
Kolkata,2019-07-31,62.0,103.76,26.84,11.33,16.01,0.93,24.85,,7.03,1.63,104.0,Moderate,East
Kolkata,2019-08-01,52.0,94.07,21.13,17.77,9.97,1.24,32.55,,7.19,0.98,87.0,Satisfactory,East
Kolkata,2019-08-02,54.4,112.96,13.94,13.4,5.31,0.96,20.9,2.27,3.56,0.0,90.0,Satisfactory,East
Kolkata,2019-08-03,55.3,97.51,32.4,11.41,7.89,0.9,12.37,2.69,2.08,1.05,92.0,Satisfactory,East
Kolkata,2019-08-04,74.9,145.81,32.2,13.95,6.76,1.42,15.14,3.35,5.62,1.12,148.0,Moderate,East
Kolkata,2019-08-05,75.9,169.71,23.05,,10.06,1.22,20.49,3.85,9.14,1.82,152.0,Moderate,East
Kolkata,2019-08-06,42.2,104.86,11.47,8.57,2.22,,,1.87,4.03,1.15,70.0,Satisfactory,East
Kolkata,2019-08-07,55.6,96.85,28.12,14.56,16.55,0.59,28.5,3.24,4.38,1.7,93.0,Satisfactory,East
Kolkata,2019-08-08,67.8,166.34,17.43,17.72,16.07,1.96,25.73,2.8,8.31,1.99,124.0,Moderate,East
Kolkata,2019-08-09,51.6,,19.07,12.36,,1.01,26.78,2.14,5.31,1.5,86.0,Satisfactory,East
Kolkata,2019-08-10,48.1,82.85,18.27,8.11,8.01,0.86,11.75,0.97,3.03,0.5,80.0,Satisfactory,East
Kolkata,2019-08-11,66.6,122.12,24.11,12.63,4.08,1.46,13.72,0.85,8.98,1.45,120.0,Moderate,East
Kolkata,2019-08-12,,53.88,16.83,7.77,3.42,0.78,6.53,,7.07,1.55,52.0,Satisfactory,East
Kolkata,2019-08-13,51.5,105.63,25.18,16.34,6.43,0.99,16.24,0.82,2.91,1.21,86.0,Satisfactory,East
Kolkata,2019-08-14,50.0,96.75,24.38,12.4,6.31,1.58,25.0,1.72,3.49,,83.0,Satisfactory,East
Kolkata,2019-08-15,54.4,102.11,19.97,13.66,6.61,0.97,20.98,,16.31,1.09,91.0,Satisfactory,East
Kolkata,2019-08-16,70.9,166.79,27.99,7.98,9.95,0.98,22.28,,9.01,0.82,135.0,Moderate,East
Kolkata,2019-08-17,60.2,108.8,21.03,13.81,6.41,0.71,16.65,1.46,7.8,1.46,,,East
Kolkata,2019-08-18,69.1,114.9,18.83,18.99,11.03,1.58,23.07,,,1.58,129.0,Moderate,East
Kolkata,2019-08-19,69.2,161.54,28.16,,8.99,1.12,40.41,4.29,9.15,1.9,129.0,Moderate,East
Kolkata,2019-08-20,50.2,84.7,14.05,14.3,10.92,1.26,19.17,0.89,3.22,1.98,83.0,Satisfactory,East
Kolkata,2019-08-21,71.5,115.95,38.35,,7.77,1.27,34.6,1.62,9.93,1.82,,,East
Kolkata,2019-08-22,61.2,115.61,23.1,21.11,10.18,1.62,15.59,3.29,6.24,2.63,102.0,Moderate,East
Kolkata,2019-08-23,54.2,98.21,26.29,14.93,4.19,0.99,21.16,2.16,6.45,,90.0,Satisfactory,East
Kolkata,2019-08-24,73.2,103.12,34.05,15.86,10.35,,36.66,2.5,1.36,1.43,142.0,Moderate,East
Kolkata,2019-08-25,64.9,108.54,16.12,8.36,5.12,1.57,19.72,2.85,6.64,1.2,,,East
Kolkata,2019-08-26,44.3,92.14,15.84,10.11,9.3,0.7,26.62,1.52,7.36,0.99,73.0,Satisfactory,East
Kolkata,2019-08-27,49.5,103.49,14.56,11.65,5.69,0.85,26.12,2.65,2.43,1.45,82.0,Satisfactory,East
Kolkata,2019-08-28,52.4,107.78,31.07,16.51,5.89,,20.63,,4.84,0.75,87.0,Satisfactory,East
Kolkata,2019-08-29,60.2,127.0,23.37,12.64,9.86,0.76,6.99,1.81,9.07,2.07,500.0,Severe,East
Kolkata,2019-08-30,54.6,108.05,32.06,19.51,7.43,0.95,16.57,1.52,6.52,0.85,91.0,Satisfactory,East
Kolkata,2019-08-31,42.4,79.41,14.34,13.32,3.82,,10.98,0.0,4.25,0.65,70.0,Satisfactory,East
Kolkata,2019-09-01,68.5,130.2,23.17,14.93,9.02,0.09,38.91,0.08,3.64,0.44,126.0,Moderate,East
Kolkata,2019-09-02,66.1,150.81,38.85,9.73,8.67,0.94,36.44,2.71,9.06,1.16,118.0,Moderate,East
Kolkata,2019-09-03,73.4,180.77,30.08,14.11,6.04,1.59,27.39,3.46,7.86,2.31,143.0,Moderate,East
Kolkata,2019-09-04,80.4,120.04,21.8,18.23,6.35,1.66,50.17,4.63,11.27,0.56,167.0,Moderate,East
Kolkata,2019-09-05,67.1,120.32,29.74,16.23,8.77,2.21,19.22,1.27,6.03,1.16,,,East
Kolkata,2019-09-06,67.6,151.45,24.41,22.2,6.27,1.16,36.74,1.26,8.34,0.72,124.0,Moderate,East
Kolkata,2019-09-07,81.6,141.37,30.83,13.97,9.36,1.41,39.35,3.19,,,171.0,Moderate,East
Kolkata,2019-09-08,47.6,83.5,18.7,9.84,5.37,0.65,14.6,0.22,5.72,1.33,79.0,Satisfactory,East
Kolkata,2019-09-09,74.9,187.97,23.63,16.9,6.74,1.86,38.2,,7.9,2.7,149.0,Moderate,East
Kolkata,2019-09-10,70.4,95.19,23.45,16.99,11.73,1.94,11.97,4.53,7.99,1.47,133.0,Moderate,East
Kolkata,2019-09-11,85.2,180.18,27.43,15.62,14.99,1.61,11.9,2.21,12.31,1.11,184.0,Moderate,East
Kolkata,2019-09-12,64.2,188.47,27.85,11.6,9.93,1.54,30.12,2.62,9.44,2.54,,,East
Kolkata,2019-09-13,74.5,183.76,26.8,0.0,2.69,1.35,18.31,3.25,5.11,2.79,147.0,Moderate,East
Kolkata,2019-09-14,43.1,79.12,18.36,10.84,5.7,1.49,6.76,1.23,4.94,0.66,72.0,Satisfactory,East
Kolkata,2019-09-15,73.9,121.36,28.61,24.52,0.12,1.66,29.15,4.79,9.88,2.55,145.0,Moderate,East
Kolkata,2019-09-16,66.3,140.88,40.47,19.64,4.76,1.37,24.39,2.24,5.68,1.01,119.0,Moderate,East
Kolkata,2019-09-17,62.8,130.97,34.05,28.04,6.24,1.53,17.14,2.4,9.06,1.53,107.0,Moderate,East
Kolkata,2019-09-18,62.5,115.21,28.66,,,1.47,11.92,3.01,6.67,2.2,106.0,Moderate,East
